batch_id|batch_number|rows_migrated|total_migrated|finished|duration_ms
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|342|250|85500|f|380
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|343|250|85750|f|328
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|344|250|86000|f|373
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|345|250|86250|f|432
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|346|250|86500|f|459
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|347|250|86750|f|488
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|348|250|87000|f|390
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|349|250|87250|f|332
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|350|250|87500|f|366
progress|batch=350|rows=87500
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|351|250|87750|f|339
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|352|250|88000|f|375
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|353|250|88250|f|316
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|354|250|88500|f|336
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|355|250|88750|f|334
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|356|250|89000|f|350
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|357|250|89250|f|324
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|358|250|89500|f|333
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|359|250|89750|f|328
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|360|250|90000|f|347
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|361|250|90250|f|362
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|362|250|90500|f|350
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|363|250|90750|f|369
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|364|250|91000|f|332
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|365|250|91250|f|324
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|366|250|91500|f|382
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|367|250|91750|f|355
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|368|250|92000|f|387
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|369|250|92250|f|305
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|370|250|92500|f|332
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|371|250|92750|f|345
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|372|250|93000|f|325
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|373|250|93250|f|363
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|374|250|93500|f|336
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|375|250|93750|f|359
progress|batch=375|rows=93750
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|376|250|94000|f|342
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|377|250|94250|f|317
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|378|250|94500|f|312
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|379|250|94750|f|301
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|380|250|95000|f|347
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|381|250|95250|f|389
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|382|250|95500|f|354
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|383|250|95750|f|464
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|384|250|96000|f|587
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|385|250|96250|f|485
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|386|250|96500|f|320
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|387|250|96750|f|338
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|388|250|97000|f|359
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|389|250|97250|f|321
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|390|250|97500|f|438
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|391|250|97750|f|365
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|392|250|98000|f|355
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|393|250|98250|f|324
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|394|250|98500|f|332
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|395|250|98750|f|320
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|396|250|99000|f|330
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|397|250|99250|f|339
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|398|250|99500|f|337
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|399|250|99750|f|349
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|400|250|100000|f|313
progress|batch=400|rows=100000
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|401|250|100250|f|346
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|402|250|100500|f|355
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|403|250|100750|f|313
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|404|250|101000|f|320
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|405|250|101250|f|334
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|406|250|101500|f|369
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|407|250|101750|f|395
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|408|250|102000|f|394
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|409|250|102250|f|387
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|410|250|102500|f|337
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|411|250|102750|f|351
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|412|250|103000|f|370
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|413|250|103250|f|446
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|414|250|103500|f|328
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|415|250|103750|f|345
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|416|250|104000|f|350
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|417|250|104250|f|345
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|418|250|104500|f|429
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|419|250|104750|f|366
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|420|250|105000|f|383
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|421|250|105250|f|391
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|422|250|105500|f|404
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|423|250|105750|f|326
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|424|250|106000|f|336
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|425|250|106250|f|351
progress|batch=425|rows=106250
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|426|250|106500|f|352
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|427|250|106750|f|361
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|428|250|107000|f|333
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|429|250|107250|f|355
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|430|250|107500|f|354
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|431|250|107750|f|355
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|432|250|108000|f|344
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|433|250|108250|f|523
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|434|250|108500|f|363
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|435|250|108750|f|331
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|436|250|109000|f|344
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|437|250|109250|f|564
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|438|250|109500|f|526
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|439|250|109750|f|392
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|440|122|109872|f|221
4d9b150c-2218-41e1-9a8e-104b5ee7e30e|440|0|109872|t|239
complete|calls=441|committed_batches=440|rows=109872|wall_ms=248771
